"Ope Id","Institution Name","Institution City","Institution State","Institution Type And Control","Total Recipients","Total Awards","Year"
"1320800","BAPTIST BIBLE COLLEGE","SPRINGFIELD","MO","Private 4 Year",192,818860,"2015-16"
"3066300","BRYAN CAREER COLLEGE","SPRINGFIELD","MO","Proprietary 4 Year",620,2415814,"2015-16"
"2068200","COX HEALTH - COX COLLEGE","SPRINGFIELD","MO","Private 4 Year",354,1226961,"2015-16"
"246100","DRURY UNIVERSITY","SPRINGFIELD","MO","Private 4 Year",2023,7560428,"2015-16"
"246300","EVANGEL UNIVERSITY","SPRINGFIELD","MO","Private 4 Year",832,3421078,"2015-16"
"2250600","EVEREST COLLEGE","SPRINGFIELD","MO","Private 4 Year",640,2063383,"2015-16"
"3519300","MISSOURI COLLEGE OF COSMETOLOGY NORTH","SPRINGFIELD","MO","Proprietary 2 Year",64,234258,"2015-16"
"250300","MISSOURI STATE UNIVERSITY","SPRINGFIELD","MO","Public 4 Year",6329,25445829,"2015-16"
"3083000","OZARKS TECHNICAL COMMUNITY COLLEGE","SPRINGFIELD","MO","Public 2 Year",8358,27264035,"2015-16"
"4145700","THE SYSTEM A PAUL MITCHELL PARTNER SCHL","SPRINGFIELD","MO","Proprietary 2 Year",111,402657,"2015-16"
"248000","LINDENWOOD UNIVERSITY","ST CHARLES","MO","Private 4 Year",3242,11799691,"2015-16"
"826900","HILLYARD TECHNICAL CENTER","ST JOSEPH","MO","Public 2 Year",68,302445,"2015-16"
"249000","MISSOURI WESTERN STATE UNIVERSITY","ST JOSEPH","MO","Public 4 Year",2277,8953669,"2015-16"
"2564700","ELAINE STEVEN BEAUTY COLLEGE","ST LOUIS","MO","Proprietary 2 Year",154,525048,"2015-16"
"246400","FONTBONNE UNIVERSITY","ST LOUIS","MO","Private 4 Year",433,1615091,"2015-16"
"1027900","HICKEY COLLEGE","ST LOUIS","MO","Proprietary 4 Year",370,1593488,"2015-16"
"247600","KENRICK-GLENNON SEMINARY","ST LOUIS","MO","Private 4 Year",5,24725,"2015-16"
"248200","MARYVILLE UNIVERSITY","ST LOUIS","MO","Private 4 Year",792,2923592,"2015-16"
"754000","MISSOURI BAPTIST UNIVERSITY","ST LOUIS","MO","Private 4 Year",851,3428740,"2015-16"
"952000","NATIONAL ACADEMY OF BEAUTY ARTS","ST LOUIS","MO","Proprietary 2 Year",111,444802,"2015-16"
"1250000","RANKEN TECHNICAL COLLEGE","ST LOUIS","MO","Private 4 Year",1153,3874200,"2015-16"
"250600","SAINT LOUIS UNIVERSITY","ST LOUIS","MO","Private 4 Year",1630,6270148,"2015-16"
"2340500","ST LOUIS COLLEGE OF HEALTH CAREERS","ST LOUIS","MO","Proprietary 4 Year",773,2825488,"2015-16"
"250400","ST LOUIS COLLEGE OF PHARMACY","ST LOUIS","MO","Private 4 Year",190,768311,"2015-16"
"247100","ST LOUIS COMMUNITY COLLEGE","ST LOUIS","MO","Public 2 Year",8703,26914757,"2015-16"
"3097600","ST LOUIS HAIR ACADEMY","ST LOUIS","MO","Proprietary 2 Year",13,47076,"2015-16"
"855200","STEVENS INSTITUTE OF BUSINESS & ARTS","ST LOUIS","MO","Proprietary 4 Year",118,464869,"2015-16"
"251900","UNIVERSITY OF MISSOURI-ST LOUIS","ST LOUIS","MO","Public 4 Year",3936,14793701,"2015-16"
"252000","WASHINGTON UNIVERSITY","ST LOUIS","MO","Private 4 Year",642,2547542,"2015-16"
"252100","WEBSTER UNIVERSITY","ST LOUIS","MO","Private 4 Year",1307,4860012,"2015-16"
"4170600","SALON PROFESSIONAL ACADEMY (THE)","ST. CHARLES","MO","Proprietary 2 Year",61,224901,"2015-16"
"4130600","CENTER FOR HEALING ARTS (THE), LLC","ST. LOUIS","MO","Proprietary 2 Year",54,114111,"2015-16"
"4170700","PAUL MITCHELL THE SCHOOL ST LOUIS","ST. LOUIS","MO","Proprietary 2 Year",159,631741,"2015-16"
"3068600","SPECIAL SCHOOL DISTRICT OF ST. LOUIS CO.","SUNSET HILLS","MO","Public 2 Year",196,795542,"2015-16"
"251400","NORTH CENTRAL MISSOURI COLLEGE","TRENTON","MO","Public 2 Year",752,2678017,"2015-16"
"886200","EAST CENTRAL COLLEGE","UNION","MO","Public 2 Year",1769,5684543,"2015-16"
"245400","UNIVERSITY OF CENTRAL MISSOURI","WARRENSBURG","MO","Public 4 Year",3690,14954353,"2015-16"
"1102600","WARRENSBURG AREA VOC TECH SCH","WARRENSBURG","MO","Public 2 Year",26,103749,"2015-16"
"2056100","FOUR RIVERS CAREER CENTER","WASHINGTON","MO","Public 2 Year",28,135177,"2015-16"
"3070200","CENTRAL COLLEGE OF COSMETOLOGY","WAYNESVILLE","MO","Proprietary 2 Year",85,328149,"2015-16"
"528900","WAYNESVILLE CAREER CENTER","WAYNESVILLE","MO","Public 2 Year",38,178889,"2015-16"
"4218400","CITY POINTE BEAUTY ACADEMY","WEBB CITY","MO","Proprietary 2 Year",77,289537,"2015-16"
"3106000","MISSOURI STATE UNIVERSITY - WEST PLAINS","WEST PLAINS","MO","Public 2 Year",1028,3680963,"2015-16"
"542400","SOUTH CENTRAL CAREER CENTER","WEST PLAINS","MO","Public 2 Year",94,410938,"2015-16"
"3033000","NORTHERN MARIANAS COLLEGE","SAIPAN","MP","Public 4 Year",935,3933154,"2015-16"
"239600","ALCORN STATE UNIVERSITY","ALCORN STATE","MS","Public 4 Year",2400,10976058,"2015-16"
"239800","BLUE MOUNTAIN COLLEGE","BLUE MOUNTAIN","MS","Private 4 Year",216,857739,"2015-16"
"242600","NORTHEAST MS CMNTY COLLEGE","BOONEVILLE","MS","Public 2 Year",2113,8962825,"2015-16"
"2586000","J & J HAIR DESIGN COLLEGE","CARTHAGE","MS","Proprietary 2 Year",47,189563,"2015-16"
"240100","COAHOMA COMMUNITY COLLEGE","CLARKSDALE","MS","Public 2 Year",2188,8479375,"2015-16"
"240300","DELTA STATE UNIVERSITY","CLEVELAND","MS","Public 4 Year",1254,5472380,"2015-16"
"241500","MISSISSIPPI COLLEGE","CLINTON","MS","Private 4 Year",1025,4329777,"2015-16"
"4140200","MISSISSIPPI INSTITUTE OF AESTHETICS, NAI","CLINTON","MS","Proprietary 2 Year",50,200876,"2015-16"
"242200","MISSISSIPPI UNIV FOR WOMEN","COLUMBUS","MS","Public 4 Year",1218,5272865,"2015-16"
"4131300","CORINTH ACADEMY OF COSMETOLOGY","CORNITH","MS","Proprietary 2 Year",132,534299,"2015-16"
"240400","EAST CENTRAL COMMUNITY COLLEGE","DECATUR","MS","Public 2 Year",1586,6492297,"2015-16"
"241100","JONES COUNTY JUNIOR COLLEGE","ELLISVILLE","MS","Public 2 Year",2302,9568426,"2015-16"
"240900","ITAWAMBA COMMUNITY COLLEGE","FULTON","MS","Public 2 Year",3178,12768211,"2015-16"
"240800","HOLMES COMMUNITY COLLEGE","GOODMAN","MS","Public 2 Year",3534,13358623,"2015-16"
"2249900","DELTA BEAUTY COLLEGE","GREENVILLE","MS","Proprietary 2 Year",29,117570,"2015-16"
"2074900","CHRIS' BEAUTY COLLEGE","GULFPORT","MS","Proprietary 2 Year",70,252040,"2015-16"
"2251600","ACADEMY OF HAIR DESIGN #6","HATTIESBURG","MS","Proprietary 2 Year",92,334243,"2015-16"
"3963300","HEALING TOUCH CAREER COLLEGE","HATTIESBURG","MS","Proprietary 2 Year",124,437892,"2015-16"
"244100","UNIVERSITY OF SOUTHERN MISSISSIPPI","HATTIESBURG","MS","Public 4 Year",5951,25594360,"2015-16"
"244700","WILLIAM CAREY UNIVERSITY","HATTIESBURG","MS","Private 4 Year",1393,5554464,"2015-16"
"243300","RUST COLLEGE","HOLLY SPRINGS","MS","Private 4 Year",779,3619233,"2015-16"
"242400","MISSISSIPPI VALLEY STATE UNIVERSITY","ITTA BENA","MS","Public 4 Year",1602,7312252,"2015-16"
"2244300","ACADEMY OF HAIR DESIGN #1","JACKSON","MS","Proprietary 2 Year",120,482490,"2015-16"
"239700","BELHAVEN UNIVERSITY","JACKSON","MS","Private 4 Year",1752,7032112,"2015-16"
"241000","JACKSON STATE UNIVERSITY","JACKSON","MS","Public 4 Year",5094,22850102,"2015-16"
"2320800","MAGNOLIA COLLEGE OF COSMETOLOGY","JACKSON","MS","Proprietary 2 Year",150,589096,"2015-16"
"241400","MILLSAPS COLLEGE","JACKSON","MS","Private 4 Year",164,718312,"2015-16"
"3263300","TRAXLER'S SCHOOL OF HAIR","JACKSON","MS","Proprietary 2 Year",54,216594,"2015-16"
"244001","UNIVERSITY OF MISSISSIPPI - MED CTR","JACKSON","MS","Public 4 Year",177,665666,"2015-16"
"2302800","MISSISSIPPI COLLEGE OF BEAUTY CULT","LAUREL","MS","Proprietary 2 Year",46,179270,"2015-16"
"243500","SOUTHEASTERN BAPTIST COLLEGE","LAUREL","MS","Private 4 Year",33,122047,"2015-16"
"241300","MERIDIAN COMMUNITY COLLEGE","MERIDIAN","MS","Public 2 Year",1691,6451417,"2015-16"
"242300","MISSISSIPPI STATE UNIVERSITY","MISSISSIPPI STATE","MS","Public 4 Year",5920,25478077,"2015-16"
"241600","MISSISSIPPI DELTA CMTY COLLEGE","MOORHEAD","MS","Public 2 Year",1905,8202360,"2015-16"
"3848300","DAY SPA CAREER COLLEGE","OCEAN SPRING","MS","Proprietary 2 Year",28,93200,"2015-16"
"2235900","ACADEMY OF HAIR DESIGN #4","PEARL","MS","Proprietary 2 Year",45,186742,"2015-16"
"241700","MISSISSIPPI GULF CST CLG","PERKINSTON","MS","Public 2 Year",5794,22990213,"2015-16"
"3032400","KC'S SCHOOL OF HAIR DESIGN","PONTOTOC","MS","Proprietary 2 Year",56,221763,"2015-16"
"243000","PEARL RIVER COMMUNITY COLLEGE","POPLARVILLE","MS","Public 2 Year",2498,10185464,"2015-16"
"240700","HINDS COMMUNITY COLLEGE","RAYMOND","MS","Public 2 Year",7600,29602501,"2015-16"
"2251700","FOSTER'S COSMETOLOGY COLLEGE","RIPLEY","MS","Proprietary 2 Year",45,169099,"2015-16"
"240500","EAST MISSISSIPPI COMM COLLEGE","SCOOBA","MS","Public 2 Year",2802,11466829,"2015-16"
"242700","NORTHWEST MISSISSIPPI COMMUNITY CLG","SENATOBIA","MS","Public 2 Year",4596,18482756,"2015-16"
"243600","SOUTHWEST MISSISSIPPI CMNTY CLG","SUMMIT","MS","Public 2 Year",1267,5201939,"2015-16"
"243900","TOUGALOO COLLEGE","TOUGALOO","MS","Private 4 Year",748,3616080,"2015-16"
"244000","UNIVERSITY OF MISSISSIPPI","UNIVERSITY","MS","Public 4 Year",4898,21779259,"2015-16"
"240200","COPIAH-LINCOLN COMMUNITY COLLEGE","WESSON","MS","Public 2 Year",1863,7854749,"2015-16"
"3763400","BOLD BEAUTY ACADEMY","BILLINGS","MT","Proprietary 2 Year",93,348965,"2015-16"
"253000","MONTANA STATE UNIVERSITY - BILLINGS","BILLINGS","MT","Public 4 Year",1543,5508337,"2015-16"
"253400","ROCKY MOUNTAIN COLLEGE","BILLINGS","MT","Private 4 Year",311,1276481,"2015-16"
"2610900","STONE CHILD COLLEGE","BOX ELDER","MT","Public 2 Year",191,707120,"2015-16"
"2621300","ACADEMY OF COSMETOLOGY","BOZEMAN","MT","Proprietary 2 Year",18,76575,"2015-16"
"3778300","HEALTH WORKS INSTITUTE","BOZEMAN","MT","Proprietary 2 Year",44,125619,"2015-16"
"253200","MONTANA STATE UNIVERSITY - BOZEMAN","BOZEMAN","MT","Public 4 Year",3503,13464960,"2015-16"
"2510600","BLACKFEET COMMUNITY COLLEGE","BROWNING","MT","Private 2 Year",389,1545274,"2015-16"
"790000","BUTTE ACADEMY OF BEAUTY CULTURE","BUTTE","MT","Proprietary 2 Year",29,127162,"2015-16"
"253100","MONTANA TECH OF THE UNIV OF MONTANA","BUTTE","MT","Public 4 Year",918,3730517,"2015-16"
"2286600","LITTLE BIG HORN COLLEGE","CROW AGENCY","MT","Public 2 Year",146,619916,"2015-16"
"253700","UNIVERSITY OF MONTANA WESTERN (THE)","DILLON","MT","Public 4 Year",583,2219923,"2015-16"
"252900","DAWSON COMMUNITY COLLEGE","GLENDIVE","MT","Public 2 Year",90,319582,"2015-16"
"931400","GREAT FALLS COLLEGE MONTANA STATE UNIVER","GREAT FALLS","MT","Public 2 Year",1057,3616854,"2015-16"
"4164100","MONTANA ACADEMY OF SALON","GREAT FALLS","MT","Proprietary 2 Year",65,276825,"2015-16"
"252700","UNIVERSITY OF GREAT FALLS","GREAT FALLS","MT","Private 4 Year",314,1284073,"2015-16"
"4163700","BITTERROOT SCHOOL OF COSMETOLOGY","HAMILTON","MT","Proprietary 2 Year",23,106571,"2015-16"
"2517500","FORT BELKNAP COLLEGE","HARLEM","MT","Public 2 Year",107,449904,"2015-16"
"253300","MONTANA STATE UNIVERSITY-NORTHERN","HAVRE","MT","Public 4 Year",596,2341482,"2015-16"
"252600","CARROLL COLLEGE","HELENA","MT","Private 4 Year",317,1241768,"2015-16"
"757000","HELENA COLLEGE OF TECHNOLOGY","HELENA","MT","Public 2 Year",633,2247536,"2015-16"
"4187700","CREVIER'S SCHOOL OF COSMETOLOGY","KALISPELL","MT","Proprietary 2 Year",87,356371,"2015-16"
"677700","FLATHEAD VALLEY COMMUNITY COLLEGE","KALISPELL","MT","Public 2 Year",781,2639173,"2015-16"
"2545200","CHIEF DULL KNIFE COLLEGE","LAME DEER","MT","Public 2 Year",99,404575,"2015-16"
"252800","MILES COMMUNITY COLLEGE","MILES CITY","MT","Public 2 Year",157,586527,"2015-16"
"3205300","MODERN BEAUTY SCHOOL","MISSOULA","MT","Proprietary 2 Year",35,149757,"2015-16"
"253600","UNIVERSITY OF MONTANA (THE)","MISSOULA","MT","Public 4 Year",4199,16803012,"2015-16"
"2143400","SALISH KOOTENAI COLLEGE","PABLO","MT","Public 4 Year",554,2328599,"2015-16"
"2343000","FT PECK COMMUNITY COLLEGE","POPLAR","MT","Public 2 Year",113,441420,"2015-16"
"861300","ROANOKE-CHOWAN COMMUNITY COLLEGE","AHOSKIE","NC","Public 2 Year",541,1913588,"2015-16"
"1119400","STANLY COMMUNITY COLLEGE","ALBEMARLE","NC","Public 2 Year",1455,4659542,"2015-16"
"544700","RANDOLPH COMMUNITY COLLEGE","ASHEBORO","NC","Public 2 Year",1511,5171468,"2015-16"
"403300","ASHEVILLE BUNCOMBE TECH CMTY CLG","ASHEVILLE","NC","Public 2 Year",3112,10540421,"2015-16"
"4178100","CAROLINA COLLEGE OF HAIR DESIGN","ASHEVILLE","NC","Proprietary 2 Year",52,195852,"2015-16"
"493805","SOUTH COLLEGE - ASHEVILLE, NC","ASHEVILLE","NC","Proprietary 4 Year",387,1330782,"2015-16"
"290700","UNIVERSITY OF NC AT ASHEVILLE","ASHEVILLE","NC","Public 4 Year",1385,5638299,"2015-16"
"297900","WARREN WILSON COLLEGE","ASHEVILLE","NC","Private 4 Year",318,1365747,"2015-16"
"4214600","GRACE COLLEGE OF BARBERING","AYDEN","NC","Private 2 Year",24,120330,"2015-16"
"293900","LEES MCRAE COLLEGE","BANNER ELK","NC","Private 4 Year",503,2087165,"2015-16"
"291000","BELMONT ABBEY COLLEGE","BELMONT","NC","Private 4 Year",644,2557879,"2015-16"
"292900","GARDNER-WEBB UNIVERSITY","BOILING SPRINGS","NC","Private 4 Year",1189,4777277,"2015-16"
"2170700","BRUNSWICK COMMUNITY COLLEGE","BOLIVA","NC","Public 2 Year",740,2502466,"2015-16"
"290600","APPALACHIAN STATE UNIVERSITY","BOONE","NC","Public 4 Year",4868,19735865,"2015-16"
"291200","BREVARD COLLEGE","BREVARD","NC","Private 4 Year",340,1451852,"2015-16"
"291300","CAMPBELL UNIVERSITY","BUIES CREEK","NC","Private 4 Year",1873,7302056,"2015-16"
"4140700","AVEDA INSTITUTE CHAPEL HILL","CHAPEL HILL","NC","Proprietary 2 Year",151,541239,"2015-16"
"297400","UNIVERSITY OF N C-CHAPEL HILL","CHAPEL HILL","NC","Public 4 Year",4075,17559165,"2015-16"
"4101300","CAROLINA SCHOOL OF BROADCASTING","CHARLOTTE","NC","Proprietary 2 Year",40,126541,"2015-16"
"3104200","CAROLINAS COLLEGE OF HEALTH SCIENCE","CHARLOTTE","NC","Public 2 Year",142,332384,"2015-16"
"291500","CENTRAL PIEDMONT COMMUNITY COLLEGE","CHARLOTTE","NC","Public 2 Year",9838,30811888,"2015-16"
"3827300","CHARLOTTE CHRISTIAN COLLEGE AND THEOLOGI","CHARLOTTE","NC","Private 4 Year",67,229178,"2015-16"
"293600","JOHNSON C SMITH UNIVERSITY","CHARLOTTE","NC","Private 4 Year",1064,4886522,"2015-16"
"293700","KING'S COLLEGE-CHARLOTTE","CHARLOTTE","NC","Proprietary 2 Year",367,1565328,"2015-16"
"647800","MERCY HOSP SCH OF NURSING","CHARLOTTE","NC","Public 2 Year",8,23953,"2015-16"
"295700","QUEENS UNIVERSITY OF CHARLOTTE","CHARLOTTE","NC","Private 4 Year",466,1846325,"2015-16"
"1303918","SOUTH UNIVERSITY - THE ART INSTITUTE OF","CHARLOTTE","NC","Proprietary 4 Year",749,2728697,"2015-16"
"3555300","SOUTHEASTERN INSTITUTE","CHARLOTTE","NC","Proprietary 2 Year",362,1222892,"2015-16"
"297500","UNIVERSITY OF NC AT CHARLOTTE","CHARLOTTE","NC","Public 4 Year",9501,39369100,"2015-16"
"789200","SAMPSON COMMUNITY COLLEGE","CLINTON","NC","Public 2 Year",698,2632182,"2015-16"
"808300","HAYWOOD COMMUNITY COLLEGE","CLYDE","NC","Public 2 Year",909,3091679,"2015-16"
"647700","CABARRUS COLLEGE OF HEALTH SCIENCES","CONCORD","NC","Private 4 Year",163,509759,"2015-16"
"298100","WESTERN CAROLINA UNIVERSITY","CULLOWHEE","NC","Public 4 Year",3694,14956390,"2015-16"
"297300","GASTON COLLEGE","DALLAS","NC","Public 2 Year",2960,9721119,"2015-16"
"291800","DAVIDSON COLLEGE","DAVIDSON","NC","Private 4 Year",280,1220718,"2015-16"
"297000","SURRY COMMUNITY COLLEGE","DOBSON","NC","Public 2 Year",1299,4365600,"2015-16"
"798700","BLADEN COMMUNITY COLLEGE","DUBLIN","NC","Public 2 Year",922,3262350,"2015-16"
"3089300","HERITAGE BIBLE COLLEGE","DUNN","NC","Private 4 Year",53,211787,"2015-16"
"3513400","APEX SCHOOL OF THEOLOGY","DURHAM","NC","Private 4 Year",782,3531616,"2015-16"
"292000","DUKE UNIVERSITY","DURHAM","NC","Private 4 Year",872,3764012,"2015-16"
"3748500","DURHAM BEAUTY ACADEMY","DURHAM","NC","Proprietary 2 Year",126,389989,"2015-16"
"544800","DURHAM TECHNICAL CMNTY COLLEGE","DURHAM","NC","Public 2 Year",2447,7272254,"2015-16"
"295000","NORTH CAROLINA CENTRAL UNIVERSITY","DURHAM","NC","Public 4 Year",4226,19162630,"2015-16"
"4149300","PARK WEST BARBER SCHOOL","DURHAM","NC","Proprietary 2 Year",478,1612478,"2015-16"
"291700","COLLEGE OF THE ALBEMARLE","ELIZABETH CITY","NC","Public 2 Year",833,2869608,"2015-16"
"292600","ELIZABETH CITY STATE UNIVERSITY","ELIZABETH CITY","NC","Public 4 Year",1181,5473317,"2015-16"
"2280900","MID-ATLANTIC CHRISTIAN UNIVERSITY","ELIZABETH CITY","NC","Private 4 Year",134,548591,"2015-16"
"292700","ELON UNIVERSITY","ELON","NC","Private 4 Year",480,1994102,"2015-16"
"4154200","CAROLINA COLLEGE OF BIBLICAL STUDIES","FAYETTEVILLE","NC","Private 4 Year",102,388173,"2015-16"
"292800","FAYETTEVILLE STATE UNIVERSITY","FAYETTEVILLE","NC","Public 4 Year",3545,15366238,"2015-16"
"764000","FAYETTEVILLE TECHNICAL CMTY COLLEGE","FAYETTEVILLE","NC","Public 2 Year",6567,23595593,"2015-16"
"4173700","GRACE COLLEGE OF DIVINITY","FAYETTEVILLE","NC","Private 4 Year",44,171391,"2015-16"
"294600","METHODIST UNIVERSITY","FAYETTEVILLE","NC","Private 4 Year",975,3993191,"2015-16"
"1179900","PAUL MITCHELL THE SCHOOL FAYETTEVILLE","FAYETTEVILLE","NC","Proprietary 2 Year",621,2274543,"2015-16"
"968400","BLUE RIDGE COMMUNITY COLLEGE","FLAT ROCK","NC","Public 2 Year",929,3044817,"2015-16"
"3777300","PAUL MITCHELL THE SCHOOL GASTONIA","GASTONIA","NC","Proprietary 2 Year",334,1296306,"2015-16"
"2227800","MITCHELL'S HAIR STYLING ACADEMY","GOLDSBORO","NC","Proprietary 2 Year",16,65696,"2015-16"
"298000","WAYNE COMMUNITY COLLEGE","GOLDSBORO","NC","Public 2 Year",1697,5826784,"2015-16"
"546300","ALAMANCE COMMUNITY COLLEGE","GRAHAM","NC","Public 2 Year",2299,7557191,"2015-16"
"703100","PAMLICO COMMUNITY COLLEGE","GRANTSBORO","NC","Public 2 Year",209,732378,"2015-16"
"291100","BENNETT COLLEGE","GREENSBORO","NC","Private 4 Year",417,1942997,"2015-16"
"293000","GREENSBORO COLLEGE","GREENSBORO","NC","Private 4 Year",420,1875024,"2015-16"
"293100","GUILFORD COLLEGE","GREENSBORO","NC","Private 4 Year",758,3023094,"2015-16"
"1192600","LEON'S BEAUTY SCHOOL","GREENSBORO","NC","Proprietary 2 Year",113,470167,"2015-16"
"290500","NORTH CAROLINA A&T STATE UNIV","GREENSBORO","NC","Public 4 Year",5932,26770810,"2015-16"
"297600","UNIVERSITY OF N C - GREENSBORO","GREENSBORO","NC","Public 4 Year",7727,32940578,"2015-16"
"4219100","ALEXANDER PAUL INSTITUTE OF HAIR DESIGN","GREENVILLE","NC","Proprietary 2 Year",21,79232,"2015-16"
"292300","EAST CAROLINA UNIVERSITY","GREENVILLE","NC","Public 4 Year",7985,33423472,"2015-16"
"546400","RICHMOND COMMUNITY COLLEGE","HAMLET","NC","Public 2 Year",1699,6121529,"2015-16"
"990300","VANCE-GRANVILLE CMTY COLLEGE","HENDERSON","NC","Public 2 Year",1583,4941585,"2015-16"
"531800","CATAWBA VALLEY COMMUNITY COLLEGE","HICKORY","NC","Public 2 Year",2306,7698909,"2015-16"
"294100","LENOIR-RHYNE UNIVERSITY","HICKORY","NC","Private 4 Year",677,2951920,"2015-16"
"4120300","HEALTH AND STYLE INSTITUTE","HIGH POINT","NC","Proprietary 2 Year",420,1316625,"2015-16"
"293300","HIGH POINT UNIVERSITY","HIGH POINT","NC","Private 4 Year",467,1901917,"2015-16"
"293500","LAUREL UNIVERSITY","HIGH POINT","NC","Private 4 Year",74,313309,"2015-16"
"483500","CALDWELL COMMUNITY CLG & TECH INST","HUDSON","NC","Public 2 Year",1588,5587204,"2015-16"
"531600","COASTAL CAROLINA COMMUNITY COLLEGE","JACKSONVILLE","NC","Public 2 Year",2517,8558431,"2015-16"
"483800","GUILFORD TECHNICAL COMMUNITY CLG","JAMESTOWN","NC","Public 2 Year",7889,27108466,"2015-16"
"768700","JAMES SPRUNT COMMUNITY COLLEGE","KENANSVILLE","NC","Public 2 Year",678,2547541,"2015-16"
"294000","LENOIR COMMUNITY COLLEGE","KINSTON","NC","Public 2 Year",1347,4867640,"2015-16"
"291900","DAVIDSON COUNTY COMMUNITY COLLEGE","LEXINGTON","NC","Public 2 Year",2389,8041198,"2015-16"
"294300","LOUISBURG COLLEGE","LOUISBURG","NC","Private 2 Year",580,2480514,"2015-16"
"861200","ROBESON COMMUNITY COLLEGE","LUMBERTON","NC","Public 2 Year",1548,5217582,"2015-16"
"808500","MCDOWELL TECHNICAL COMMUNITY CLG","MARION","NC","Public 2 Year",471,1524782,"2015-16"
"294400","MARS HILL COLLEGE","MARS HILL","NC","Private 4 Year",800,3453747,"2015-16"
"4228400","BEYOND MEASURE BARBERING INSTITUTE","MEBANE","NC","Proprietary 2 Year",50,211510,"2015-16"
"295500","PFEIFFER UNIVERSITY","MISENHEIMER","NC","Private 4 Year",429,1852577,"2015-16"
"4115700","REGINA'S COLLEGE OF BEAUTY","MONROE","NC","Proprietary 2 Year",99,361187,"2015-16"
"294800","MONTREAT COLLEGE","MONTREAT","NC","Private 4 Year",368,1490963,"2015-16"
"2560600","PINNACLE INSTITUTE OF COSMETOLOGY","MOORESVILLE","NC","Proprietary 2 Year",63,220889,"2015-16"
"808100","CARTERET COMMUNITY COLLEGE","MOREHEAD CITY","NC","Public 2 Year",888,2957164,"2015-16"
"298200","WESTERN PIEDMONT COMMUNITY COLLEGE","MORGANTON","NC","Public 2 Year",1130,3975047,"2015-16"
"294900","UNIVERSITY OF MOUNT OLIVE","MOUNT OLIVE","NC","Private 4 Year",1956,7116765,"2015-16"
"291600","CHOWAN UNIVERSITY","MURFREESBORO","NC","Private 4 Year",1133,5364430,"2015-16"
"943000","TRI-COUNTY COMMUNITY COLLEGE","MURPHY","NC","Public 2 Year",615,2256757,"2015-16"
"679900","CRAVEN COMMUNITY COLLEGE","NEW BERN","NC","Public 2 Year",1688,5516304,"2015-16"
"295400","UNIV OF NORTH CAROLINA AT PEMBROKE","PEMBROKE","NC","Public 4 Year",3354,14479050,"2015-16"
"296100","SANDHILLS COMMUNITY COLLEGE","PINEHURST","NC","Public 2 Year",1659,5639558,"2015-16"
"798500","SOUTH PIEDMONT COMMUNITY COLLEGE","POLKTON","NC","Public 2 Year",967,2835364,"2015-16"
"3109000","LIVING ARTS COLLEGE","RALEIGH","NC","Proprietary 4 Year",359,1202940,"2015-16"
"3361300","MEDICAL ARTS MASSAGE SCHOOL","RALEIGH","NC","Proprietary 2 Year",186,578750,"2015-16"
"294500","MEREDITH COLLEGE","RALEIGH","NC","Private 4 Year",560,2443926,"2015-16"
"4206500","MYCOMPUTERCAREER.COM","RALEIGH","NC","Proprietary 2 Year",556,2037720,"2015-16"
"297200","NORTH CAROLINA STATE UNIV-RALEIGH","RALEIGH","NC","Public 4 Year",5174,20960338,"2015-16"
"4204700","PAUL MITCHELL THE SCHOOL RALEIGH","RALEIGH","NC","Proprietary 2 Year",104,403085,"2015-16"
"296200","SHAW UNIVERSITY","RALEIGH","NC","Private 4 Year",1347,6173029,"2015-16"
"4227600","SHERRILL'S UNIVERSITY OF BARBER & COSMET","RALEIGH","NC","Proprietary 2 Year",102,381471,"2015-16"
"296800","ST AUGUSTINES COLLEGE","RALEIGH","NC","Private 4 Year",729,3485849,"2015-16"
"484400","WAKE TECHNICAL COMMUNITY COLLEGE","RALEIGH","NC","Public 2 Year",9640,31892599,"2015-16"
"295300","WILLIAM PEACE UNIVERSITY","RALEIGH","NC","Private 4 Year",628,2649033,"2015-16"
"855700","NASH COMMUNITY COLLEGE","ROCKY MOUNT","NC","Public 2 Year",1825,6417155,"2015-16"
"295100","NORTH CAROLINA WESLEYAN COLLEGE","ROCKY MOUNT","NC","Private 4 Year",1391,5832996,"2015-16"
"964600","PIEDMONT COMMUNITY COLLEGE","ROXBORO","NC","Public 2 Year",699,2391258,"2015-16"
"291400","CATAWBA COLLEGE","SALISBURY","NC","Private 4 Year",551,2300578,"2015-16"
"294200","LIVINGSTONE COLLEGE","SALISBURY","NC","Private 4 Year",1123,5282926,"2015-16"
"575400","ROWAN-CABARRUS COMMUNITY COLLEGE","SALISBURY","NC","Public 2 Year",3228,10793707,"2015-16"
"544900","CENTRAL CAROLINA COMMUNITY COLLEGE","SANFORD","NC","Public 2 Year",2345,8245740,"2015-16"
"808200","CLEVELAND COMMUNITY COLLEGE","SHELBY","NC","Public 2 Year",1456,5035092,"2015-16"
"4172800","BODY THERAPY INSTITUTE","SILER CITY","NC","Proprietary 2 Year",35,83813,"2015-16"
"933600","JOHNSTON COMMUNITY COLLEGE","SMITHFIELD","NC","Public 2 Year",1713,5850011,"2015-16"
"293400","ISOTHERMAL COMMUNITY COLLEGE","SPINDALE","NC","Public 2 Year",1012,3591405,"2015-16"
